t,h,r,e,e
l,o,n,g
8,33,32,23
8,32,34,23
8,33,35,23
8,33,36,23
8,34,35,23
8,34,36,23
8,35,37,23
8,35,38,23
8,36,37,23
8,36,38,23
8,24,27,25
8,24,28,25
8,24,26,27
8,24,26,28
8,24,27,29
8,24,27,30
8,24,28,29
8,24,28,30
8,24,29,31
8,24,32,29
8,24,30,31
8,24,32,30
8,24,33,31
8,24,34,31
8,24,32,33
8,24,32,34
8,24,35,33
8,24,36,33
8,24,34,35
8,24,34,36
8,24,35,37
8,24,35,38
8,24,36,37
8,24,36,38
8,25,26,29
8,25,26,30
8,25,27,31
8,25,32,27
8,25,28,31
8,25,32,28
8,25,29,33
8,25,34,29
8,25,30,33
8,25,34,30
8,25,35,31
8,25,36,31
8,25,32,35
8,25,32,36
8,25,37,33
8,25,38,33
8,25,34,37
8,25,34,38
8,26,27,31
8,32,26,27
8,26,28,31
8,26,32,28
8,33,26,29
8,26,34,29
8,33,26,30
8,26,34,30
8,26,35,31
8,26,36,31
8,35,26,32
8,26,32,36
8,33,26,37
8,33,26,38
8,26,34,37
8,26,34,38
8,33,27,28
8,34,27,28
8,35,27,29
8,27,36,29
8,35,27,30
8,27,36,30
8,27,37,31
8,27,38,31
8,32,27,37
8,32,27,38
8,35,28,29
8,28,29,36
8,35,28,30
8,28,30,36
8,28,37,31
8,28,38,31
8,32,28,37
8,32,28,38
8,37,29,30
8,38,29,30
9,10,11,13
9,10,11,14
9,10,11,17
18,9,10,11
9,10,11,21
9,10,11,22
9,10,12,15
16,9,10,12
9,10,12,23
24,9,10,12
9,10,27,13
9,10,28,13
9,10,27,14
9,10,28,14
9,10,29,15
9,10,30,15
16,9,10,29
16,9,10,30
9,10,17,31
32,9,10,17
9,10,18,31
32,9,10,18
9,10,19,33
9,10,19,34
9,10,20,33
9,10,20,34
9,10,35,21
9,10,36,21
9,10,35,22
9,10,36,22
9,10,37,23
9,10,38,23
24,9,10,37
24,9,10,38
9,11,12,17
9,18,11,12
9,11,12,21
9,11,12,22
9,11,13,14
9,11,13,25
9,26,11,13
9,11,14,25
9,26,11,14
27,9,11,15
9,11,28,15
16,9,11,27
16,9,11,28
9,11,29,17
9,11,17,30
9,18,11,29
9,18,11,30
19,9,11,31
19,9,32,11
9,11,20,31
32,9,11,20
9,11,21,33
9,34,11,21
9,11,22,33
9,34,11,22
9,11,35,23
9,11,36,23
24,9,11,35
24,9,11,36
9,11,37,25
38,9,11,25
9,26,11,37
9,26,11,38
9,12,13,15
16,9,12,13
9,12,13,23
24,9,12,13
9,12,14,15
16,9,12,14
9,12,14,23
24,9,12,14
9,12,25,15
9,26,12,15
16,9,12,25
16,9,26,12
9,27,12,17
9,12,28,17
9,18,27,12
9,18,12,28
9,19,12,29
9,19,12,30
9,29,12,20
9,12,20,30
9,12,21,31
32,9,12,21
9,12,22,31
32,9,12,22
9,12,33,23
9,34,12,23
24,9,12,33
24,9,34,12
9,35,12,25
9,12,25,36
9,26,35,12
9,26,12,36
9,27,12,37
9,27,12,38
9,37,12,28
9,12,28,38
9,19,13,14
9,20,13,14
9,13,17,15
9,18,13,15
9,21,13,15
9,13,22,15
16,9,13,17
16,9,18,13
16,9,21,13
16,9,13,22
9,13,17,23
24,9,13,17
9,18,13,23
24,9,18,13
9,19,13,25
9,26,19,13
9,20,13,25
9,26,20,13
9,21,27,13
9,21,28,13
9,27,13,22
9,28,13,22
9,29,13,23
9,13,30,23
24,9,29,13
24,9,13,30
9,13,25,31
32,9,13,25
9,26,13,31
32,9,26,13
9,27,13,33
9,34,27,13
9,28,13,33
9,34,28,13
9,29,35,13
9,29,36,13
9,35,13,30
9,36,13,30
9,37,13,31
9,13,38,31
32,9,37,13
32,9,13,38
9,17,14,15
9,18,14,15
9,21,14,15
9,22,14,15
16,9,14,17
16,9,18,14
16,9,21,14
16,9,14,22
9,23,14,17
24,9,14,17
9,18,14,23
24,9,18,14
9,19,14,25
9,26,19,14
9,20,14,25
9,26,20,14
9,27,21,14
9,28,21,14
9,27,14,22
9,28,14,22
9,29,14,23
9,30,14,23
24,9,29,14
24,9,14,30
9,31,14,25
32,9,14,25
9,26,14,31
32,9,26,14
9,27,14,33
9,34,27,14
9,28,14,33
9,34,28,14
9,35,29,14
9,36,29,14
9,35,14,30
9,36,14,30
9,37,14,31
38,9,14,31
32,9,37,14
32,9,14,38
16,9,19,15
16,9,20,15
9,18,17,15
9,21,17,15
9,22,17,15
9,18,21,15
9,18,22,15
9,19,23,15
24,9,19,15
9,20,23,15
24,9,20,15
9,21,25,15
9,26,21,15
9,25,22,15
9,26,22,15
9,27,23,15
9,23,28,15
24,9,27,15
24,9,28,15
9,29,25,15
9,30,25,15
9,26,29,15
9,26,30,15
9,27,31,15
32,9,27,15
9,28,31,15
32,9,28,15
9,33,29,15
9,34,29,15
9,33,30,15
9,34,30,15
9,35,31,15
9,31,36,15
32,9,35,15
32,9,36,15
9,33,37,15
9,33,38,15
9,34,37,15
9,34,38,15
16,9,18,17
16,9,21,17
16,9,17,22
16,9,18,21
16,9,18,22
16,9,19,23
16,9,19,24
16,9,20,23
16,9,20,24
16,9,21,25
16,9,26,21
16,9,22,25
16,9,26,22
16,9,27,23
16,9,28,23
16,9,27,24
16,9,28,24
16,9,29,25
16,9,25,30
16,9,26,29
16,9,26,30
16,9,27,31
16,9,32,27
16,9,28,31
16,9,32,28
16,9,29,33
16,9,34,29
16,9,30,33
16,9,34,30
16,9,35,31
16,9,36,31
16,9,32,35
16,9,32,36
16,9,37,33
16,9,38,33
16,9,34,37
16,9,34,38
9,18,19,17
9,18,20,17
9,19,21,17
9,19,17,22
9,20,21,17
9,20,17,22
9,21,17,23
24,9,21,17
9,23,17,22
24,9,17,22
9,25,17,23
9,26,17,23
24,9,17,25
24,9,26,17
9,27,17,25
9,28,17,25
9,26,27,17
9,26,28,17
9,27,29,17
9,27,17,30
9,28,29,17
9,28,17,30
9,29,17,31
32,9,29,17
9,31,17,30
32,9,17,30
9,33,17,31
9,34,17,31
32,9,17,33
32,9,34,17
9,35,17,33
9,36,17,33
9,34,35,17
9,34,36,17
9,35,37,17
38,9,35,17
9,36,37,17
38,9,36,17
9,18,19,21
9,18,19,22
9,18,20,21
9,18,20,22
9,18,21,23
24,9,18,21
9,18,22,23
24,9,18,22
9,18,25,23
9,18,26,23
24,9,18,25
24,9,18,26
9,18,27,25
9,18,28,25
27,9,18,26
9,18,26,28
9,18,27,29
9,18,27,30
9,18,28,29
9,18,28,30
9,18,29,31
32,9,18,29
9,18,30,31
32,9,18,30
9,18,33,31
9,18,34,31
32,9,18,33
32,9,18,34
9,18,35,33
9,18,36,33
9,18,35,34
9,18,34,36
9,18,35,37
9,18,35,38
9,18,36,37
9,18,36,38
9,19,21,22
24,9,19,23
9,26,19,25
27,9,19,28
9,19,29,30
32,9,19,31
9,34,19,33
9,19,36,35
9,19,37,38
9,20,21,22
24,9,20,23
9,26,20,25
9,27,20,28
9,20,29,30
32,9,20,31
9,34,20,33
9,35,20,36
9,20,37,38
9,21,22,23
24,9,21,22
9,21,25,23
9,26,21,23
24,9,21,25
24,9,26,21
9,27,21,25
9,28,21,25
9,26,27,21
9,26,28,21
9,29,27,21
9,27,21,30
9,29,28,21
9,28,21,30
9,29,21,31
32,9,29,21
9,21,30,31
32,9,21,30
9,33,21,31
9,34,21,31
32,9,21,33
32,9,34,21
9,35,21,33
9,36,21,33
9,34,35,21
9,34,36,21
37,9,35,21
9,35,21,38
9,37,36,21
9,36,21,38
9,25,22,23
9,26,22,23
24,9,22,25
24,9,26,22
9,27,22,25
9,28,22,25
9,26,27,22
9,26,28,22
9,27,29,22
9,27,22,30
9,28,29,22
9,28,22,30
9,29,22,31
32,9,29,22
9,31,22,30
32,9,22,30
9,33,22,31
9,34,22,31
32,9,22,33
32,9,34,22
9,35,22,33
9,36,22,33
9,34,35,22
9,34,36,22
9,35,37,22
38,9,35,22
9,36,37,22
38,9,36,22
24,9,27,23
24,9,28,23
9,29,25,23
9,30,25,23
9,26,29,23
9,26,30,23
9,27,31,23
32,9,27,23
9,28,31,23
32,9,28,23
9,33,29,23
9,34,29,23
9,33,30,23
9,34,30,23
9,35,31,23
9,31,36,23
32,9,35,23
32,9,36,23
9,33,37,23
9,33,38,23
9,34,37,23
9,34,38,23
24,9,29,25
24,9,25,30
24,9,26,29
24,9,26,30
24,9,27,31
24,9,32,27
24,9,28,31
24,9,32,28
24,9,29,33
24,9,34,29
24,9,30,33
24,9,34,30
24,9,35,31
24,9,36,31
24,9,32,35
24,9,32,36
24,9,37,33
24,9,38,33
24,9,34,37
24,9,34,38
9,26,25,31
32,9,26,25
9,27,25,33
9,34,27,25
9,28,25,33
9,34,28,25
9,35,29,25
9,36,29,25
9,35,25,30
9,36,25,30
9,37,25,31
38,9,25,31
32,9,37,25
32,9,25,38
9,26,27,33
9,26,27,34
9,26,28,33
9,26,28,34
9,26,35,29
9,26,36,29
9,26,35,30
9,26,36,30
9,26,37,31
9,26,38,31
32,9,26,37
32,9,26,38
9,27,28,35
9,27,28,36
37,9,27,29
9,27,29,38
9,27,37,30
38,9,27,30
9,37,28,29
9,28,29,38
9,28,37,30
38,9,28,30
10,11,12,15
16,10,11,12
19,10,11,12
10,11,12,20
10,11,13,23
24,10,11,13
10,11,14,23
24,10,11,14
25,10,11,15
26,10,11,15
16,25,10,11
16,26,10,11
27,17,10,11
17,10,11,28
18,27,10,11
18,10,11,28
19,10,11,29
19,10,11,30
10,11,20,29
10,11,20,30
10,11,21,31
32,10,11,21
10,11,22,31
32,10,11,22
33,10,11,23
10,11,34,23
24,33,10,11
24,10,11,34
25,10,11,35
25,10,11,36
26,35,10,11
26,10,11,36
27,10,11,37
27,10,11,38
10,11,28,37
10,11,28,38
10,12,13,14
10,21,12,13
10,12,13,22
10,12,21,14
10,12,14,22
10,12,23,15
24,10,12,15
16,10,12,23
16,24,10,12
17,10,12,25
17,10,26,12
25,10,18,12
26,10,18,12
27,10,19,12
10,19,12,28
10,27,12,20
10,28,12,20
10,29,12,21
10,12,21,30
10,12,29,22
10,12,22,30
10,12,31,23
32,10,12,23
24,10,12,31
24,10,32,12
25,10,12,33
25,10,12,34
33,10,26,12
10,26,12,34
35,10,27,12
10,27,12,36
10,35,12,28
10,12,28,36
10,37,12,29
10,12,29,38
10,12,37,30
38,10,12,30
17,10,13,14
10,18,13,14
16,10,13,15
10,19,13,15
10,20,13,15
16,10,19,13
16,10,20,13
17,10,21,13
17,10,13,22
21,10,18,13
10,18,13,22
10,19,13,23
24,10,19,13
10,20,13,23
24,10,20,13
25,10,21,13
26,10,21,13
25,10,13,22
10,26,13,22
10,27,13,23
10,28,13,23
24,10,27,13
24,10,28,13
25,10,29,13
25,10,13,30
29,10,26,13
10,26,13,30
10,27,13,31
32,10,27,13
10,28,13,31
32,10,28,13
33,10,29,13
10,29,34,13
33,10,13,30
10,34,13,30
10,35,13,31
10,36,13,31
32,10,35,13
32,10,36,13
33,10,37,13
33,10,13,38
10,37,34,13
10,34,13,38
16,10,14,15
10,19,14,15
10,20,14,15
16,10,19,14
16,10,20,14
17,10,21,14
17,10,14,22
10,18,21,14
10,18,14,22
10,19,14,23
24,10,19,14
10,20,14,23
24,10,20,14
25,10,21,14
10,26,21,14
25,10,14,22
10,26,14,22
10,27,14,23
10,28,14,23
24,10,27,14
24,10,28,14
25,10,29,14
25,10,14,30
10,26,29,14
10,26,14,30
10,27,14,31
32,10,27,14
10,28,14,31
32,10,28,14
33,10,29,14
10,34,29,14
33,10,14,30
10,34,14,30
10,35,14,31
10,36,14,31
32,10,35,14
32,10,36,14
33,10,37,14
38,33,10,14
10,34,37,14
38,10,34,14
16,17,10,15
16,10,18,15
17,10,19,15
17,10,20,15
19,10,18,15
10,18,20,15
10,19,21,15
10,19,22,15
10,20,21,15
10,20,22,15
10,23,21,15
24,10,21,15
10,23,22,15
24,10,22,15
25,10,23,15
10,26,23,15
24,25,10,15
24,10,26,15
25,10,27,15
25,10,28,15
27,10,26,15
10,26,28,15
10,27,29,15
10,27,30,15
10,28,29,15
10,28,30,15
10,31,29,15
32,10,29,15
10,31,30,15
32,10,30,15
33,10,31,15
10,31,34,15
32,33,10,15
32,10,34,15
33,10,35,15
33,10,36,15
10,35,34,15
10,34,36,15
10,35,37,15
10,35,38,15
10,36,37,15
10,36,38,15
16,17,10,19
16,17,10,20
16,19,10,18
16,10,18,20
16,10,19,21
16,10,19,22
16,10,20,21
16,10,20,22
16,10,21,23
16,24,10,21
16,10,22,23
16,24,10,22
16,25,10,23
16,10,26,23
16,24,10,25
16,24,10,26
16,25,10,27
16,25,10,28
16,27,10,26
16,10,26,28
16,10,27,29
16,10,27,30
16,10,28,29
16,10,28,30
16,10,29,31
16,10,32,29
16,10,30,31
16,10,32,30
16,33,10,31
16,10,34,31
16,33,10,32
16,10,32,34
16,33,10,35
16,33,10,36
16,10,35,34
16,10,34,36
16,10,35,37
16,10,35,38
16,10,36,37
16,10,36,38
17,10,19,20
17,10,21,22
24,17,10,23
17,10,26,25
17,10,27,28
17,10,29,30
32,17,10,31
17,10,34,33
17,10,35,36
17,10,37,38
19,10,18,20
10,18,21,22
24,10,18,23
26,25,10,18
27,10,18,28
10,18,29,30
32,10,18,31
33,10,18,34
35,10,18,36
10,18,37,38
10,19,20,21
10,19,20,22
10,19,21,23
24,10,19,21
10,19,22,23
24,10,19,22
25,10,19,23
26,10,19,23
24,25,10,19
24,26,10,19
27,25,10,19
25,10,19,28
26,27,10,19
26,10,19,28
27,10,19,29
27,10,19,30
10,19,28,29
10,19,28,30
10,19,29,31
32,10,19,29
10,19,30,31
32,10,19,30
33,10,19,31
10,19,34,31
32,33,10,19
32,10,19,34
33,10,19,35
33,10,19,36
35,10,19,34
10,19,34,36
35,10,19,37
35,10,19,38
10,19,36,37
10,19,36,38
10,20,21,23
24,10,20,21
10,20,22,23
24,10,20,22
25,10,20,23
10,26,20,23
24,25,10,20
24,10,26,20
25,10,27,20
25,10,20,28
27,10,26,20
10,26,20,28
10,27,20,29
10,27,20,30
10,29,20,28
10,20,28,30
10,20,29,31
32,10,20,29
10,20,30,31
32,10,20,30
33,10,20,31
10,20,34,31
32,33,10,20
32,10,20,34
33,10,35,20
33,10,20,36
10,35,20,34
10,20,34,36
10,35,20,37
10,35,20,38
10,20,37,36
38,10,20,36
25,10,21,22
10,26,21,22
10,27,21,23
10,28,21,23
24,10,27,21
24,10,28,21
25,10,29,21
25,10,21,30
29,10,26,21
10,26,21,30
10,27,21,31
32,10,27,21
10,28,21,31
32,10,28,21
33,10,29,21
10,29,34,21
33,10,21,30
10,34,21,30
10,35,21,31
10,36,21,31
32,10,35,21
32,10,36,21
33,10,37,21
33,10,21,38
10,37,34,21
10,34,21,38
10,27,22,23
10,28,22,23
24,10,27,22
24,10,28,22
25,10,29,22
25,10,22,30
10,26,29,22
10,26,22,30
10,27,22,31
32,10,27,22
10,28,22,31
32,10,28,22
33,10,29,22
10,34,29,22
33,10,22,30
10,34,22,30
10,35,22,31
10,36,22,31
32,10,35,22
32,10,36,22
33,10,37,22
38,33,10,22
10,34,37,22
38,10,34,22
24,10,29,23
24,10,30,23
25,10,31,23
32,25,10,23
10,26,31,23
32,10,26,23
33,10,27,23
10,27,34,23
33,10,28,23
10,28,34,23
10,35,29,23
10,36,29,23
10,35,30,23
10,36,30,23
10,31,37,23
10,31,38,23
32,10,37,23
32,10,38,23
24,25,10,31
24,25,10,32
24,10,26,31
24,32,10,26
24,33,10,27
24,10,27,34
24,33,10,28
24,10,28,34
24,10,35,29
24,10,36,29
24,10,35,30
24,10,36,30
24,10,37,31
24,10,38,31
24,10,32,37
24,10,32,38
25,10,26,33
25,10,26,34
25,10,27,35
25,10,27,36
25,10,35,28
25,10,28,36
25,10,37,29
25,10,29,38
25,10,37,30
38,25,10,30
27,35,10,26
27,10,26,36
35,10,26,28
10,26,28,36
37,10,26,29
10,26,29,38
10,26,37,30
38,10,26,30
10,27,28,37
10,27,28,38
19,11,12,13
20,11,12,13
19,11,12,14
11,12,20,14
11,12,21,15
11,12,22,15
16,11,12,21
16,11,12,22
17,11,12,23
24,17,11,12
18,11,12,23
24,18,11,12
19,25,11,12
19,26,11,12
25,11,12,20
26,11,12,20
27,11,12,21
28,11,12,21
27,11,12,22
11,12,28,22
11,12,29,23
11,12,30,23
24,11,12,29
24,11,12,30
25,11,12,31
32,25,11,12
26,11,12,31
32,26,11,12
27,33,11,12
27,34,11,12
33,11,12,28
34,11,12,28
35,11,12,29
11,12,29,36
35,11,12,30
11,12,30,36
11,12,37,31
11,12,38,31
32,11,12,37
32,11,12,38
11,13,14,15
16,11,13,14
17,11,13,15
18,11,13,15
16,17,11,13
16,18,11,13
19,17,11,13
17,11,20,13
19,18,11,13
18,11,20,13
19,21,11,13
19,11,13,22
21,11,20,13
11,20,13,22
21,11,13,23
24,21,11,13
11,13,22,23
24,11,13,22
25,11,13,23
26,11,13,23
24,25,11,13
24,26,11,13
27,25,11,13
25,11,28,13
27,26,11,13
26,11,28,13
27,29,11,13
27,11,13,30
29,11,28,13
11,28,13,30
29,11,13,31
32,29,11,13
11,13,30,31
32,11,13,30
33,11,13,31
34,11,13,31
32,33,11,13
32,34,11,13
33,11,13,35
33,11,36,13
35,34,11,13
34,11,36,13
37,35,11,13
35,11,13,38
37,11,36,13
11,36,13,38
17,11,14,15
18,11,14,15
16,17,11,14
16,18,11,14
19,17,11,14
17,11,20,14
19,18,11,14
18,11,20,14
19,11,21,14
19,11,14,22
11,20,21,14
11,20,14,22
11,21,14,23
24,11,21,14
11,23,14,22
24,11,14,22
25,11,14,23
26,11,14,23
24,25,11,14
24,26,11,14
27,25,11,14
25,11,28,14
27,26,11,14
26,11,28,14
27,11,29,14
27,11,14,30
11,28,29,14
11,28,14,30
11,29,14,31
32,11,29,14
11,31,14,30
32,11,14,30
33,11,14,31
34,11,14,31
32,33,11,14
32,34,11,14
33,11,14,35
33,11,36,14
35,34,11,14
34,11,36,14
35,11,37,14
38,35,11,14
11,36,37,14
38,11,36,14
17,18,11,15
19,11,20,15
11,21,22,15
24,11,23,15
25,26,11,15
27,11,28,15
11,29,30,15
32,11,31,15
33,34,11,15
35,11,36,15
11,37,38,15
16,17,18,11
16,19,11,20
16,11,21,22
16,24,11,23
16,25,26,11
16,27,11,28
16,11,29,30
16,32,11,31
16,33,34,11
16,35,11,36
16,11,37,38
19,17,18,11
17,18,11,20
19,17,11,21
19,17,11,22
17,11,20,21
17,11,20,22
17,11,21,23
24,17,11,21
17,11,22,23
24,17,11,22
17,11,25,23
17,26,11,23
24,17,11,25
24,17,26,11
27,17,11,25
17,11,28,25
27,17,26,11
17,26,11,28
27,17,11,29
27,17,11,30
17,11,28,29
17,11,28,30
17,11,29,31
32,17,11,29
17,11,30,31
32,17,11,30
17,11,33,31
17,34,11,31
32,17,11,33
32,17,34,11
17,11,35,33
17,11,36,33
17,34,11,35
17,34,11,36
17,11,37,35
38,17,11,35
17,11,36,37
17,11,36,38
19,18,11,21
19,18,11,22
18,11,20,21
18,11,20,22
18,11,21,23
24,18,11,21
18,11,22,23
24,18,11,22
25,18,11,23
26,18,11,23
24,25,18,11
24,26,18,11
27,25,18,11
25,18,11,28
26,27,18,11
26,18,11,28
27,18,11,29
27,18,11,30
18,11,28,29
18,11,28,30
18,11,29,31
32,18,11,29
18,11,30,31
32,18,11,30
33,18,11,31
18,11,34,31
32,33,18,11
32,18,11,34
33,18,11,35
33,18,11,36
35,18,11,34
18,11,34,36
35,18,11,37
35,18,11,38
18,11,36,37
18,11,36,38
19,11,20,23
19,24,11,20
19,25,11,21
19,26,11,21
19,25,11,22
19,26,11,22
19,27,11,23
19,11,28,23
19,24,11,27
19,24,11,28
19,25,11,29
19,25,11,30
19,26,11,29
19,26,11,30
19,27,11,31
19,27,32,11
19,11,28,31
19,32,11,28
19,33,11,29
19,34,11,29
19,33,11,30
19,34,11,30
19,35,11,31
19,11,36,31
19,35,32,11
19,32,11,36
19,33,11,37
19,33,11,38
19,34,11,37
19,34,11,38
25,11,20,21
26,11,20,21
25,11,20,22
26,11,20,22
27,11,20,23
11,20,28,23
24,27,11,20
24,11,20,28
25,11,20,29
25,11,20,30
26,11,20,29
26,11,20,30
27,11,20,31
27,32,11,20
11,20,28,31
32,11,20,28
33,11,20,29
34,11,20,29
33,11,20,30
34,11,20,30
35,11,20,31
11,20,36,31
32,35,11,20
32,11,20,36
33,11,20,37
33,11,20,38
34,11,20,37
34,11,20,38
27,11,21,22
11,28,21,22
29,11,21,23
11,21,30,23
24,29,11,21
24,11,21,30
25,11,21,31
32,25,11,21
26,11,21,31
32,26,11,21
27,33,11,21
27,34,11,21
33,11,28,21
34,11,28,21
35,29,11,21
29,11,36,21
35,11,21,30
11,36,21,30
37,11,21,31
11,21,38,31
32,37,11,21
32,11,21,38
11,29,22,23
11,30,22,23
24,11,29,22
24,11,22,30
25,11,22,31
32,25,11,22
26,11,22,31
32,26,11,22
27,33,11,22
27,34,11,22
33,11,28,22
34,11,28,22
35,11,29,22
11,36,29,22
35,11,22,30
11,36,22,30
11,37,22,31
38,11,22,31
32,11,37,22
32,38,11,22
24,11,31,23
24,32,11,23
25,11,33,23
25,34,11,23
33,26,11,23
26,11,34,23
27,35,11,23
27,11,36,23
35,11,28,23
11,28,36,23
37,11,29,23
11,29,38,23
11,37,30,23
38,11,30,23
24,25,11,33
24,25,34,11
24,33,26,11
24,26,11,34
24,27,11,35
24,27,11,36
24,35,11,28
24,11,28,36
24,37,11,29
24,11,29,38
24,11,37,30
24,38,11,30
25,26,11,35
25,26,11,36
27,25,11,37
27,25,11,38
25,11,28,37
25,11,28,38
27,26,11,37
27,26,11,38
26,11,28,37
26,11,28,38
16,12,13,15
17,18,12,13
20,19,12,13
21,12,13,22
24,12,13,23
25,26,12,13
28,27,12,13
29,12,13,30
32,12,13,31
33,34,12,13
35,12,13,36
37,12,13,38
16,12,14,15
17,18,12,14
19,12,20,14
12,21,14,22
24,12,14,23
25,26,12,14
27,12,28,14
12,29,14,30
32,12,14,31
33,34,12,14
35,12,14,36
38,12,37,14
16,17,12,15
16,18,12,15
17,19,12,15
17,12,20,15
18,19,12,15
18,12,20,15
19,12,21,15
19,12,22,15
21,12,20,15
12,20,22,15
23,12,21,15
24,12,21,15
12,23,22,15
24,12,22,15
25,12,23,15
26,12,23,15
24,25,12,15
24,26,12,15
25,27,12,15
25,12,28,15
26,27,12,15
26,12,28,15
27,12,29,15
27,12,30,15
29,12,28,15
12,28,30,15
31,12,29,15
32,12,29,15
12,31,30,15
32,12,30,15
33,12,31,15
34,12,31,15
32,33,12,15
32,34,12,15
33,35,12,15
33,12,36,15
34,35,12,15
34,12,36,15
35,12,37,15
35,12,38,15
12,37,36,15
38,12,36,15
16,17,19,12
16,17,12,20
16,18,19,12
16,18,12,20
16,19,12,21
16,19,12,22
16,21,12,20
16,12,20,22
16,12,21,23
16,24,12,21
16,12,22,23
16,24,12,22
16,25,12,23
16,26,12,23
16,24,12,25
16,24,26,12
16,25,27,12
16,25,12,28
16,26,27,12
16,26,12,28
16,27,12,29
16,27,12,30
16,29,12,28
16,12,28,30
16,12,29,31
16,32,12,29
16,12,30,31
16,32,12,30
16,33,12,31
16,34,12,31
16,33,32,12
16,32,12,34
16,33,35,12
16,33,12,36
16,34,35,12
16,34,12,36
16,35,12,37
16,35,12,38
16,12,37,36
16,38,12,36
17,18,12,21
17,18,12,22
17,19,12,23
24,17,19,12
17,12,20,23
24,17,12,20
17,12,21,25
17,26,12,21
17,12,22,25
17,26,12,22
17,27,12,23
17,12,28,23
24,17,27,12
24,17,12,28
17,12,29,25
17,12,25,30
17,26,12,29
17,26,12,30
17,27,12,31
32,17,27,12
17,12,28,31
32,17,12,28
17,12,29,33
17,34,12,29
17,12,30,33
17,34,12,30
17,35,12,31
17,12,36,31
32,17,35,12
32,17,12,36
17,12,37,33
17,12,38,33
17,34,12,37
17,34,12,38
18,19,12,23
24,18,19,12
18,12,20,23
24,18,12,20
25,18,12,21
18,26,12,21
25,18,12,22
18,26,12,22
18,27,12,23
18,12,28,23
24,18,27,12
24,18,12,28
25,18,12,29
25,18,12,30
18,26,12,29
18,26,12,30
18,27,12,31
32,18,27,12
18,12,28,31
32,18,12,28
33,18,12,29
18,34,12,29
33,18,12,30
18,12,34,30
18,35,12,31
18,12,36,31
32,18,35,12
32,18,12,36
33,18,12,37
33,18,12,38
18,37,12,34
18,12,34,38
25,19,12,20
26,19,12,20
27,19,12,21
28,19,12,21
27,19,12,22
19,12,28,22
19,12,29,23
19,12,30,23
24,19,12,29
24,19,12,30
25,19,12,31
32,25,19,12
26,19,12,31
32,26,19,12
27,33,19,12
27,34,19,12
33,19,12,28
34,19,12,28
35,19,12,29
19,12,29,36
35,19,12,30
19,12,30,36
19,12,37,31
19,12,38,31
32,19,12,37
32,19,12,38
21,27,12,20
21,28,12,20
27,12,20,22
28,12,20,22
29,12,20,23
12,20,30,23
24,29,12,20
24,12,20,30
25,12,20,31
32,25,12,20
26,12,20,31
32,26,12,20
33,27,12,20
34,27,12,20
33,28,12,20
28,34,12,20
29,35,12,20
29,12,20,36
35,12,20,30
12,20,30,36
37,12,20,31
12,20,38,31
32,37,12,20
32,12,20,38
29,12,21,22
12,21,22,30
31,12,21,23
32,12,21,23
24,12,21,31
24,32,12,21
25,12,21,33
25,34,12,21
33,26,12,21
26,34,12,21
35,27,12,21
27,12,21,36
28,35,12,21
28,12,21,36
29,37,12,21
29,12,21,38
37,12,21,30
38,12,21,30
12,31,22,23
32,12,22,23
24,12,22,31
24,32,12,22
25,12,22,33
25,34,12,22
33,26,12,22
26,12,34,22
35,27,12,22
27,12,22,36
35,12,28,22
12,28,22,36
37,12,29,22
38,12,29,22
12,37,22,30
38,12,22,30
24,33,12,23
24,34,12,23
25,35,12,23
25,12,36,23
26,35,12,23
26,12,36,23
27,12,37,23
27,12,38,23
37,12,28,23
12,28,38,23
24,25,35,12
24,25,12,36
24,26,35,12
24,26,12,36
24,27,12,37
24,27,12,38
24,37,12,28
24,12,28,38
25,26,12,37
25,26,12,38
19,13,14,15
20,13,14,15
16,19,13,14
16,20,13,14
17,21,13,14
17,13,14,22
18,21,13,14
18,13,14,22
19,13,14,23
24,19,13,14
20,13,14,23
24,20,13,14
25,21,13,14
21,26,13,14
25,13,14,22
26,13,14,22
27,13,14,23
28,13,14,23
24,27,13,14
24,28,13,14
25,29,13,14
25,13,14,30
26,29,13,14
26,13,14,30
27,13,14,31
32,27,13,14
28,13,14,31
32,28,13,14
33,29,13,14
29,34,13,14
33,13,14,30
34,13,14,30
35,13,14,31
36,13,14,31
32,35,13,14
32,36,13,14
33,37,13,14
38,33,13,14
34,37,13,14
38,34,13,14
16,21,13,15
16,13,22,15
17,23,13,15
24,17,13,15
18,23,13,15
24,18,13,15
25,19,13,15
26,19,13,15
25,20,13,15
26,20,13,15
21,27,13,15
21,28,13,15
27,13,22,15
28,13,22,15
29,23,13,15
23,13,30,15
24,29,13,15
24,13,30,15
25,31,13,15
32,25,13,15
26,31,13,15
32,26,13,15
33,27,13,15
34,27,13,15
33,28,13,15
34,28,13,15
29,35,13,15
29,36,13,15
35,13,30,15
36,13,30,15
37,31,13,15
31,13,38,15
32,37,13,15
32,13,38,15
16,17,13,23
16,17,13,24
16,18,13,23
16,24,18,13
16,25,19,13
16,26,19,13
16,25,20,13
16,26,20,13
16,21,27,13
16,21,28,13
16,27,13,22
16,28,13,22
16,29,13,23
16,13,30,23
16,24,29,13
16,24,13,30
16,25,13,31
16,25,32,13
16,26,13,31
16,26,32,13
16,33,27,13
16,34,27,13
16,33,28,13
16,34,28,13
16,29,35,13
16,29,36,13
16,35,13,30
16,36,13,30
16,37,13,31
